Bundesland;Bahnhofsmanagement;BahnhofNr;Station;DS100;Bahnhofskategorie;Strasse;PLZ;Ort;Aufgabenträger;Verkehrsverb;Fernverkehr;Nahverkehr;lat;lon
Sachsen-Anhalt;Magdeburg;3890;Magdeburg-Sudenburg;LMS;6;Sudenburger Wuhne;39116;Magdeburg;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;52.1204246543713;11.5971261262894
Sachsen-Anhalt;Magdeburg;3889;Magdeburg-Salbke;LMSA;5;Lüttgen Salbker Weg;39122;Magdeburg;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;52.0806249093471;11.6565857339449
Sachsen-Anhalt;Magdeburg;3882;Magdeburg Südost;LMSO;5;Welsleber Str. 1;39122;Magdeburg;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;52.0700994665809;11.6699674872095
Sachsen-Anhalt;Magdeburg;4104;Mieste;LMST;6;Bahnhofstr. 4;39649;Mieste;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;52.4839239437443;11.2050328935896
Sachsen-Anhalt;Magdeburg;4105;Miesterhorst;LMT;7;Bahnhofstr. 5;39649;Miesterhorst;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;52.4661745522488;11.1201131343842
Sachsen-Anhalt;Magdeburg;3883;Magdeburg SKET Industriepark;LMTW;5;Schanzenweg;39104;Magdeburg;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;52.0974530286926;11.6382662608073
Sachsen-Anhalt;Halle (Saale);4198;Mühlanger;LMUA;6;Bahnhofstr. 1;6888;Mühlanger;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;51.8557039197533;12.7481172144326
Sachsen-Anhalt;Magdeburg;3892;Mahlwinkel;LMW;6;Bahnhofstr. 1;39517;Mahlwinkel;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;52.3943951896344;11.7892026901245
Sachsen-Anhalt;Magdeburg;4422;Neundorf (Anh);LN;7;Am Bahnhof 1;39418;Neundorf (Anh);Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;51.8248531985819;11.5937492009756
Sachsen;Leipzig;4300;Narsdorf;LNA;6;Hauptstr. 35;4657;Narsdorf;Zweckverband für den Nahverkehrsraum Leipzig;MDV;nein;ja;51.0094231173879;12.7137379003307
Sachsen-Anhalt;Magdeburg;4307;Nauendorf (Saalkr);LNAU;7;Bahnhofstr. 1;6193;Nauendorf;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;51.6090297854019;11.8840223550796
Sachsen-Anhalt;Magdeburg;4547;Nienburg (Saale);LNB;7;Bahnhofstr. 1;6429;Nienburg (Saale);Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;51.8386513139492;11.7619105314804
Sachsen-Anhalt;Halle (Saale);4335;Nemsdorf-Göhrendorf;LNDG;7;Bahnhofstr. 2;6268;Nemsdorf-Göhrendorf;Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;nein;ja;51.3578316973712;11.6605268224426
Brandenburg;Potsdam;4496;Niedergörsdorf;LNF;6;Bahnhofstr. 1;14913;Niedergörsdorf;Verkehrsverbund Berlin-Brandenburg GmbH für Brandenburg;0;nein;ja;51.9678226788021;12.9785433197685
Sachsen;Leipzig;4311;Naunhof;LNH;6;Bahnhofstr. 25;4683;Naunhof;Zweckverband für den Nahverkehrsraum Leipzig;MDV;nein;ja;51.2771092873077;12.594063390385
Sachsen-Anhalt;Magdeburg;4549;Nienhagen (b Halberstadt);LNHG;6;Bahnhofstr. 6;39397;Nienhagen;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;51.9512515525712;11.1699628829956
Sachsen-Anhalt;Magdeburg;4292;Nachterstedt-Hoym;LNHM;7;Am Bahnhof 1;6469;Nachterstedt;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;51.80293893206;11.3328616108213
Sachsen-Anhalt;Magdeburg;4333;Neinstedt;LNI;7;Bahnhofstr. 1;6502;Neinstedt;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;51.7524217445532;11.0851679742336
Sachsen;Leipzig;4403;Neukieritzsch;LNK;4;Bahnhofstr. 1;4575;Neukieritzsch;Zweckverband für den Nahverkehrsraum Leipzig;MDV;nein;ja;51.150532364023;12.4129682779312
Sachsen-Anhalt;Halle (Saale);4545;Niemberg;LNM;6;Bahnhofstr. 12;6188;Niemberg;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;51.5509807042685;12.0991576345344
Sachsen-Anhalt;Magdeburg;4512;Niederndodeleben;LNR;6;Bahnhofstr. 11;39167;Niederndodeleben;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;52.1299909414639;11.5026962757111
Brandenburg;Potsdam;4337;Nennhausen;LNS;6;Am, Bahnhof 4;14715;Nennhausen;Verkehrsverbund Berlin-Brandenburg GmbH für Brandenburg;VBB;nein;ja;52.5999472643608;12.5027549266815
Sachsen;Leipzig;7848;Leipzig Messe;LNW;3;Merkurstraße;4356;Leipzig;Zweckverband für den Nahverkehrsraum Leipzig;MDV;nein;ja;51.3963139191042;12.3890590667725
Sachsen;Leipzig;4410;Neukirchen-Wyhra;LNWY;7;Am Bahnhof 15;4552;Borna;Zweckverband für den Nahverkehrsraum Leipzig;MDV;nein;ja;51.0876338397569;12.5336408615112
Sachsen-Anhalt;Magdeburg;4784;Oschersleben (Bode);LO;6;Am Bahnhof 3;39387;Oschersleben (Bode);Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;52.030632837717;11.2273621559143
Sachsen-Anhalt;Magdeburg;4789;Osterburg;LOB;6;Bahnhofsallee 11;39606;Osterburg;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;52.7876694712782;11.7603650257469
Sachsen-Anhalt;Magdeburg;4727;Oebisfelde;LOE;5;Am Bahnhof 7;39646;Oebisfelde;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;52.4392121268103;10.9839025139809
Brandenburg;Potsdam;4730;Oehna;LOEH;6;Bahnhofstr. 9;14913;Niedergörsdorf;Verkehrsverbund Berlin-Brandenburg GmbH für Brandenburg;0;nein;ja;51.9315060048832;13.0489724285249
Sachsen;Leipzig;4653;Oberholz;LOH;7;Rudolf-Breitscheidt-Str. 34;4463;Großpösna;Zweckverband für den Nahverkehrsraum Leipzig;MDV;nein;ja;51.2577405941306;12.5064297504292
Sachsen-Anhalt;Magdeburg;4721;Ochtmersleben;LOL;6;Bahnhofstr. 1;39167;Ochtmersleben;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;52.1444952708853;11.3816729521022
Sachsen-Anhalt;Magdeburg;4803;Osterweddingen;LON;6;Bahnhofstr. 2a;39171;Sülzetal;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;52.0491068874663;11.5757182782347
Sachsen-Anhalt;Magdeburg;4797;Osternienburg;LOST;6;An der Ortsstr.;6386;Osternienburg;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;51.7833971123026;12.0302200985134
Sachsen;Leipzig;4832;Otterwisch;LOTW;7;Am Bahnhof 1;4668;Otterwisch;Zweckverband für den Nahverkehrsraum Leipzig;MDV;nein;ja;51.2003135604333;12.6017761230469
Sachsen-Anhalt;Magdeburg;4840;Ovelgünne;LOV;6;Bahnhofstr. 2;39365;Ovelgünne;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;52.1416995469327;11.2698501348496
Sachsen;Leipzig;4900;Petergrube;LPB;7;Platekaer Str.;4552;Borna;Zweckverband für den Nahverkehrsraum Leipzig;MDV;nein;ja;51.0985443024493;12.5031530857086
Sachsen-Anhalt;Halle (Saale);4887;Peißen;LPE;6;Lindenring 3;6188;Peißen;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;51.5008634517871;12.0598946863954
Sachsen;Leipzig;4881;Pegau;LPG;6;Bahnhofstr. 44;4523;Pegau;Zweckverband für den Nahverkehrsraum Leipzig;MDV;nein;ja;51.1659074699385;12.2411584854126
Brandenburg;Potsdam;5042;Pritzerbe;LPI;6;Marzahner Chaussee 1;14798;Havelsee;Verkehrsverbund Berlin-Brandenburg GmbH für Brandenburg;VBB;nein;ja;52.499891544188;12.4585268558082
Sachsen;Leipzig;4991;Pönitz (b Leipzig);LPOE;6;Am Bahnhof 1;4425;Taucha;Zweckverband für den Nahverkehrsraum Leipzig;MDV;nein;ja;51.408448160025;12.5143790245056
Sachsen-Anhalt;Halle (Saale);5047;Profen;LPR;6;Am Bahnhof 10;6729;Elsteraue;Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;nein;ja;51.1305613815931;12.2112264633179
Sachsen-Anhalt;Magdeburg;5046;Prödel;LPRL;7;Am Bahnhof 1;39264;Prödel;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;52.0379140383563;11.9129526615143
Sachsen-Anhalt;Halle (Saale);4908;Petersroda;LPRO;6;Str. der Freundschaft 10;6809;Petersroda;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;51.5700769543952;12.2853791713715
Sachsen-Anhalt;Magdeburg;5030;Pretzier (Altm);LPRZ;7;Am Bahnhof 1;29416;Pretzier (Altm);Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;52.836364406677;11.2647414207459
Sachsen-Anhalt;Halle (Saale);5018;Pratau;LPT;6;Bahnhofstr. 1;6888;Wittenberg;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;51.8427759058211;12.6349636128074
Brandenburg;Potsdam;5021;Premnitz Nord;LPZH;7;Bahnhofstr. 3;14727;Premnitz;Verkehrsverbund Berlin-Brandenburg GmbH für Brandenburg;VBB;nein;ja;52.5359707914784;12.3335149727385
Brandenburg;Potsdam;5022;Premnitz Zentrum;LPZS;7;Heinrich-Heine-Str. 44;14727;Premnitz;Verkehrsverbund Berlin-Brandenburg GmbH für Brandenburg;VBB;nein;ja;52.5290983031809;12.3432326316834
Sachsen-Anhalt;Halle (Saale);5071;Querfurt;LQ;6;Döcklitzer Tor 43;6268;Querfurt;Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;nein;ja;51.3869523271681;11.6038279577133
Sachsen-Anhalt;Magdeburg;5068;Quedlinburg;LQB;5;Bahnhofsvorplatz 1;6484;Quedlinburg;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;51.7849842282605;11.1520273225693
Sachsen-Anhalt;Magdeburg;5358;Roßlau (Elbe);LR;4;Dessauer Str. 52;6862;Roßlau (Elbe);Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;51.8838049721071;12.2369885444641
Sachsen-Anhalt;Halle (Saale);5093;Radis;LRA;6;Bahnhofstr. 60;6773;Radis;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;51.7546939099066;12.5041803717613
Sachsen;Leipzig;5174;Regis-Breitingen;LRB;5;Bahnhofstr. 17;4565;Regis-Breitingen;Zweckverband für den Nahverkehrsraum Leipzig;MDV;nein;ja;51.0837406167501;12.4259129526656
Sachsen-Anhalt;Halle (Saale);5238;Reußen;LRE;6;Bahnhofstr. 1;6188;Landsberg;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;51.5032420298584;12.1356660356889
Brandenburg;Cottbus;5177;Rehfeld (b Falkenberg/Elster);LRF;6;Falkenstr.;4895;Falkenberg (Elster);Verkehrsverbund Berlin-Brandenburg GmbH für Brandenburg;VBB;nein;ja;51.5798431563843;13.1537246704102
Sachsen-Anhalt;Halle (Saale);5098;Raguhn;LRH;6;Am Bahnhof 1;6779;Raguhn;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;51.708345914192;12.270884513855
Sachsen-Anhalt;Magdeburg;5140;Rätzlingen;LRI;6;Bahnhofstr. 32;39359;Rätzlingen;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;52.408905273576;11.1237359046936
Sachsen;Leipzig;5080;Rackwitz (B Leipzig);LRK;6;Bahnhofstr. 2;4519;Rackwitz;Zweckverband für den Nahverkehrsraum Leipzig;MDV;nein;ja;51.4406359006132;12.3749213084512
Sachsen;Leipzig;5412;Leipzig-Rückmarsdorf;LRMF;6;Zum Bahnhof 19;4178;Leipzig;Zweckverband für den Nahverkehrsraum Leipzig;MDV;nein;ja;51.3418665382124;12.2826735975837
Sachsen-Anhalt;Halle (Saale);5296;Röblingen am See;LRN;5;Am Bahnhof 1;6317;Röblingen am See;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;51.4626944114147;11.6684756448416
Sachsen-Anhalt;Halle (Saale);5346;Rosengarten;LRO;6;Merseburger Str. 95;6132;Halle (Saale);Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;nein;ja;51.4468527624322;11.9825488328934
Sachsen-Anhalt;Magdeburg;5313;Rodleben;LROD;6;Zerbster Str.;6861;Dessau-Roßlau;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;51.8975334483068;12.2171741724014
Sachsen-Anhalt;Halle (Saale);5327;Roitzsch (Kr Bitterfeld);LROI;6;Bahnhofstr. 3;6809;Roitzsch;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;51.5706226634939;12.2631539511621
Brandenburg;Potsdam;5131;Rathenow;LRW;4;Dunkerplatz 21;14712;Rathenow;Verkehrsverbund Berlin-Brandenburg GmbH für Brandenburg;VBB;nein;ja;52.5997166540533;12.3549574613571
Sachsen-Anhalt;Magdeburg;6010;Stendal;LS;3;Bahnhofstr. 34;39576;Stendal;Nahverkehrsservice Sachsen-Anhalt GmbH;0;ja;ja;52.5947777389125;11.8548487577592
Sachsen-Anhalt;Magdeburg;5465;Sachsendorf (b Calbe);LSAD;6;Am Bahnhof 1;39240;Sachsendorf;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;51.8705944129426;11.8649215447275
Sachsen-Anhalt;Magdeburg;5645;Schönebeck (Elbe);LSB;3;Bahnhofstr. 39;39218;Schönebeck (Elbe);Nahverkehrsservice Sachsen-Anhalt GmbH;0;ja;ja;52.0188818002697;11.7330328911446
Sachsen-Anhalt;Magdeburg;5649;Schönebeck-Bad Salzelmen;LSBE;6;Eggersdorferstr. 13;39218;Schönebeck (Elbe);Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;51.9982782708835;11.7235279083252
Sachsen-Anhalt;Magdeburg;5647;Schönebeck-Felgeleben;LSBF;6;Siedlerstr.;39218;Schönebeck (Elbe);Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;52.0009149226151;11.756936788559
Sachsen-Anhalt;Magdeburg;5648;Schönebeck-Frohse;LSBO;6;Bullenwiesenweg;39218;Schönebeck (Elbe);Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;52.0339198905283;11.7072127316449
Sachsen-Anhalt;Halle (Saale);6006;Steintorbrücke;LSBR;6;Julius-Kühn-Str. 1;6112;Halle;Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;nein;ja;51.4902462712827;11.9868886470795
Sachsen-Anhalt;Magdeburg;5646;Schönebeck (Elbe) Süd;LSBS;6;Moskauer Str.;39218;Schönebeck (Elbe);Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;52.0067942617976;11.7373609542847
Sachsen-Anhalt;Magdeburg;5967;Stapelburg;LSBU;7;Am Bahnhof 1;38871;Stapelburg;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;51.9000181116221;10.6716074784037
Sachsen;Leipzig;5574;Schkeuditz;LSD;5;Bahnhofstr. 2;4435;Schkeuditz;Zweckverband für den Nahverkehrsraum Leipzig;MDV;nein;ja;51.4024274016238;12.2222435474395
Sachsen;Leipzig;8095;Schkeuditz West;LSDW;6;Edisonstraße;4435;Schkeuditz West;Zweckverband für den Nahverkehrsraum Leipzig;MDV;nein;ja;51.4030030086157;12.1952310204506
Sachsen;Leipzig;5816;Leipzig-Sellerhausen;LSEH;5;Macherner Str. 2;4318;Leipzig;Zweckverband für den Nahverkehrsraum Leipzig;MDV;nein;ja;51.3452421625427;12.4242753077703
Sachsen;Leipzig;8094;Leipzig-Olbrichtstraße;LSEL;6;Olbrichtstraße;4157;Leipzig;Zweckverband für den Nahverkehrsraum Leipzig;;nein;ja;51.3698715113397;12.3535072803497
Sachsen-Anhalt;Magdeburg;5971;Staßfurt;LSF;5;Zollstr. 16;39418;Staßfurt;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;51.8514741952771;11.5879214955547
Sachsen-Anhalt;Magdeburg;5994;Steinfeld (b Stendal);LSFD;7;Bahnhofsraße 33;39599;Steinfeld (b Stendal);Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;52.6146757223676;11.7292392830695
Sachsen-Anhalt;Magdeburg;5663;Schönhausen (Elbe);LSH;7;Am Bahnhof 1;39524;Schönhausen (Elbe);Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;52.5907929992295;12.0405936310101
Sachsen-Anhalt;Magdeburg;5566;Schierstedt;LSIS;7;Kleine Siedlung;6449;Schierstedt;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;51.7514109674726;11.5213314210791
Sachsen-Anhalt;Magdeburg;5891;Solpke;LSK;7;Am Bahnhof 1;39649;Solpke;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;52.5002881481169;11.2942222547531
Sachsen-Anhalt;Halle (Saale);5499;Sandersleben (Anh);LSL;4;Bahnhofstr. 1;6456;Sandersleben;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;51.6791150636846;11.5600338578224
Sachsen-Anhalt;Magdeburg;5786;Seehausen (Altm);LSNA;6;Bahnhofstr. 33;39615;Seehausen (Altm);Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;52.8855825327909;11.7435280161864
Sachsen-Anhalt;Halle (Saale);5576;Schkopau;LSP;5;Eisenbahnstr. 1;6258;Schkopau;Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;nein;ja;51.3890166954933;11.9919813409143
Sachsen-Anhalt;Magdeburg;6013;Stendal-Stadtsee;LSS;5;Am Bahnhof 1;39576;Stendal;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;52.6068233828045;11.8369853496552
Sachsen-Anhalt;Halle (Saale);6069;Stumsdorf;LSTF;6;Bahnhofstr. 1;6780;Zörbig;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;51.6160524944344;12.0667380653322
Sachsen;Leipzig;6091;Allee-Center Leipzig;LSTG;6;Breisgaustr.4;4209;Leipzig;Zweckverband für den Nahverkehrsraum Leipzig;MDV;nein;nein;51.3190630904395;12.2915898870269
Sachsen-Anhalt;Halle (Saale);6097;Südstadt;LSUE;6;Kalininstr. 43;6128;Halle -Südstadt;Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;nein;ja;51.4479466841442;11.9509041309357
Sachsen-Anhalt;Magdeburg;6012;Stendal Vorbf;LSV;7;Tangermünder Straße;39576;Stendal;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;52.5954534890627;11.870760246388
Sachsen;Leipzig;8096;Leipzig-Slevogtstraße;LSVS;6;Slevogtstraße 1;4159;Leipzig;Zweckverband für den Nahverkehrsraum Leipzig;MDV;nein;ja;51.3729557950398;12.3444163799286
Sachsen-Anhalt;Magdeburg;5487;Salzwedel;LSW;4;Bahnhofstr. 7;29410;Salzwedel;Nahverkehrsservice Sachsen-Anhalt GmbH;0;ja;ja;52.8582600064815;11.1612671613693
Sachsen-Anhalt;Halle (Saale);6194;Theißen;LT;6;Bahnhofstraße 2;6727;Theißen;Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;nein;ja;51.0905580828091;12.106928993593
Sachsen;Leipzig;6154;Taucha (b Leipzig);LTC;5;Bahnhofstr. 1;4425;Taucha;Zweckverband für den Nahverkehrsraum Leipzig;0;nein;ja;51.3794284147544;12.4858067227421
Sachsen-Anhalt;Magdeburg;6160;Teicha;LTE;7;Bahnhofstr. 3;6193;Petersberg;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;51.5552975816097;11.9594045415162
Sachsen;Leipzig;6228;Torgau;LTG;5;Dommitzscher Straße 1;4860;Torgau;Zweckverband für den Nahverkehrsraum Leipzig;MDV;nein;ja;51.5628698678479;12.9909038543701
Sachsen-Anhalt;Magdeburg;6138;Tangerhütte;LTH;6;Bahnhofstr. 13;39517;Tangerhütte;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;52.4339328722357;11.810013573989
Sachsen-Anhalt;Magdeburg;6184;Thale Hbf;LTL;5;Bahnhofstr. 1;6502;Thale;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;51.7461903710558;11.0314285755157
Sachsen-Anhalt;Magdeburg;2459;Thale Musestieg;LTLM;7;Musestieg;6502;Thale;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;51.7514340674538;11.04688225293
Sachsen-Anhalt;Magdeburg;6139;Tangermünde;LTM;7;Bahnhofstr. 92;39590;Tangermünde;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;52.5458689621447;11.9702732047655
Sachsen-Anhalt;Magdeburg;7973;Tangermünde West;LTMW;7;Stendaler Str.;39590;Tangermünde;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;52.5477136484075;11.9604328340665
Sachsen;Leipzig;6158;Tautenhain;LTNH;6;Bahnhofstr. 14;4643;Geithain;Zweckverband für den Nahverkehrsraum Leipzig;MDV;nein;ja;51.0898868955418;12.6795423030853
Sachsen-Anhalt;Magdeburg;6245;Trebitz (b Könnern);LTRB;7;Hauptstr. 16;6420;Könnern;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;51.7049662450543;11.7631924152374
Thüringen;Gera;6243;Treben-Lehma;LTRL;6;Kohrener Land;4617;Treben;Nahverkehrsservicegesellschaft Thüringen mbH;0;nein;ja;51.0468891911218;12.440904378891
Sachsen-Anhalt;Halle (Saale);6181;Teutschenthal;LTT;6;Reichsbahnstr. 9;6179;Teutschenthal;Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;nein;ja;51.4643780187819;11.7830738425255
Sachsen-Anhalt;Halle (Saale);6182;Teutschenthal Ost;LTTO;6;Hauptstraße 1;6179;Teutschenthal - Ost;Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;nein;ja;51.465739867573;11.8195653934868
Brandenburg;Cottbus;6308;Uebigau;LUEB;6;Am Bahnhof 1;4938;Uebigau;Verkehrsverbund Berlin-Brandenburg GmbH für Brandenburg;0;nein;ja;51.5853721099922;13.2959461212158
Sachsen-Anhalt;Magdeburg;6303;Uchtspringe;LUS;7;Bahnhofstr. 1;39599;Uchtspringe;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;52.5436526865185;11.5921715413992
Sachsen-Anhalt;Magdeburg;6389;Vahldorf;LVA;7;Bahnhofstr. 49;39345;Niedere Börde;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;52.2524691651561;11.499559879303
Sachsen-Anhalt;Magdeburg;6425;Vinzelberg;LVG;6;Am Bahnhof 43;39599;Käthen;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;52.5691600127955;11.6718828678131
Sachsen-Anhalt;Halle (Saale);6396;Vatterode;LVT;7;;6343;Mansfeld;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;51.5975553350171;11.4292994141579
Sachsen-Anhalt;Halle (Saale);7965;Vatteröder Teich;LVTT;7;Vatteröder Teich;6343;Vatterode;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;51.5981452419974;11.4121136069298
Sachsen-Anhalt;Halle (Saale);3863;Lutherstadt Wittenberg;LW;3;Am Hauptbahnhof 1;6886;Lutherstadt Wittenberg;Nahverkehrsservice Sachsen-Anhalt GmbH;0;ja;ja;51.8675339480862;12.6619559526443
Sachsen-Anhalt;Halle (Saale);6535;Wansleben am See;LWAN;6;Am Bahnhof 2;6318;Wansleben am See;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;51.4623691776821;11.7470165536476
Sachsen-Anhalt;Halle (Saale);3865;Lutherstadt Wittenberg West;LWBW;6;Werner-Seelenbinder-Str. 1;6886;Lutherstadt Wittenberg;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;51.8716473652999;12.5988249267686
Sachsen-Anhalt;Magdeburg;6692;Wernigerode;LWD;5;Bahnhofsplatz 1;38855;Wernigerode;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;51.8399555917802;10.7887521386146
Sachsen-Anhalt;Magdeburg;6693;Wernigerode Elmowerk;LWDE;7;Am Bahnhof 1;38855;Wernigerode;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;51.8388170601972;10.769809417402
Sachsen-Anhalt;Magdeburg;6585;Wegeleben;LWEG;6;Bahnhofstr. 2;38828;Wegeleben;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;51.8716382244417;11.1685880242962
Sachsen-Anhalt;Halle (Saale);3864;Lutherstadt Wittenberg Altstadt;LWET;6;Dessauerstr. 7;6886;Lutherstadt Wittenberg;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;51.8638316032547;12.6409077644348
Sachsen-Anhalt;Magdeburg;6580;Wefensleben;LWF;6;Bahnhofstr. 1;39365;Wefensleben;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;52.1768441170043;11.1554922813024
Sachsen-Anhalt;Halle (Saale);6629;Weißandt-Gölzau;LWG;6;Am Bahnhof 5;6369;Weißandt-Gölzau/ Ort Görz;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;51.6702340215138;12.0285495969115
Sachsen-Anhalt;Magdeburg;6467;Wahlitz;LWH;6;Bahnhofstr. 1;39175;Königsborn;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;52.1091508382626;11.7890256643295
Sachsen-Anhalt;Halle (Saale);6815;Wippra;LWIP;7;Bahnhofstr. 17;6526;Wippra;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;51.5764217543438;11.281417285
Sachsen-Anhalt;Magdeburg;6654;Wellen (b Magdeburg);LWL;6;Bahnhofstr. 2;39167;Wellen;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;52.1360918564416;11.4321434396809
Sachsen-Anhalt;Magdeburg;6873;Wolmirstedt;LWLS;5;Bahnhofstr. 17;39326;Wolmirstedt;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;52.2503545818829;11.6356378957017
Sachsen-Anhalt;Halle (Saale);6846;Wohnstadt Nord;LWN;6;Oppinerstr.;6118;Halle;Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;nein;ja;51.5172679139452;11.9647615115241
Sachsen-Anhalt;Halle (Saale);6667;Lutherstadt Wittenberg-Labetz;LWND;6;Labetzer Weg 1;6886;Wittenberg;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;51.8713855870394;12.6945099234581
Sachsen-Anhalt;Halle (Saale);6849;Wolfen (Kr Bitterfeld);LWO;4;Bahnhofstr. 1;6766;Wolfen ;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;51.6611752676194;12.279523694524
Sachsen-Anhalt;Halle (Saale);6851;Wolferode;LWOR;6;Bahnhofstr. 1;6295;Wimmelburg;Nahverkehrsservice Sachsen-Anhalt GmbH;0;nein;ja;51.51223270545;11.5086767695686
