Bundesland;Bahnhofsmanagement;BahnhofNr;Station;DS100;Bahnhofskategorie;Strasse;PLZ;Ort;Aufgabenträger;Verkehrsverb;Fernverkehr;Nahverkehr;lat;lon
Hessen;Gießen;5183;Reichelsheim (Wetterau);FRHM;6;Bahnhofstr. 21;61203;Reichelsheim (Wetterau);Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja;50.3596172393414;8.87407779693604
Hessen;Kassel;5268;Ried;FRID;6;Sandgasse 1;36157;Ebersburg-Ried;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja;50.4591947058655;9.76980073111398
Hessen;Darmstadt;5272;Riedrode;FRIE;6;Am Sportplatz;68642;Bürstadt;Verkehrsverbund Rhein-Neckar GmbH;RMV;nein;ja;49.6474646639014;8.4962530930837
Hessen;Gießen;5311;Rodheim v d Höhe;FRO;7;Hauptstr. 80;61191;Rosbach v d Höhe;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja;50.2675503124326;8.69570414225261
Hessen;Kassel;5305;Rodenbach bei Hanau;FROD;5;Hainbornstraße 13;63517;Rodenbach;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja;50.1467491706425;9.01151776313781
Hessen;Kassel;5379;Rotenburg an der Fulda;FROF;6;Poststr. 9;36199;Rotenburg an der Fulda;Nordhessischer VerkehrsVerbund mbH;NVV;nein;ja;50.9978383124881;9.73329359258059
Hessen;Kassel;5339;Rönshausen;FROH;7;Rönshausener Straße 31 b;36124;Eichenzell;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja;50.4784827156421;9.74331378936768
Hessen;Frankfurt a. M.;5330;Rodgau-Rollwald;FROL;6;Ober-Rodener Straße;63110;Rodgau-Rollwald;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja;49.988019629161;8.84664104031039
Hessen;Kassel;5338;Ronshausen;FRON;6;Hersfelder Str. 1;36217;Ronshausen;Nordhessischer VerkehrsVerbund mbH;NVV;nein;ja;50.9460186096571;9.85417485237121
Hessen;Gießen;5342;Rosbach v d Höhe;FROS;6;Am Bahnhof 5;61191;Rosbach v d Höhe;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja;50.2980486902863;8.70126482533531
Bayern;Würzburg;5409;Rückersbacher Schlucht;FRS;6;Rückersbacher Schlucht;63801;Kleinostheim;Bayerische Eisenbahngesellschaft mbH;0;nein;ja;50.019441534733;9.05734392171054
Hessen;Kassel;5188;Wehretal-Reichensachsen;FRSA;6;Bahnhofstr.12;37287;Wehretal;Nordhessischer VerkehrsVerbund mbH;NVV;nein;ja;51.1541965757513;9.98602204931141
Hessen;Gießen;5209;Reiskirchen (Kr Gießen);FRSK;6;Grünbergerstr. 36;35447;Reiskirchen;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja;50.5979217401297;8.83049726486206
Rheinland-Pfalz;Koblenz;5381;Rotenhain;FRTN;6;Bahnhofstr. 11;56459;Stockum-Püschen;Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Nord;0;nein;ja;50.6014394329149;7.89343108301577
Hessen;Frankfurt a. M.;5440;Rüsselsheim;FRUE;3;Bahnhofsplatz 1;65428;Rüsselsheim;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja;49.9916657698304;8.41382129341582
Hessen;Gießen;5434;Runkel;FRUK;6;Bahnhofstr. 5;65594;Runkel;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja;50.4053958680981;8.15932162630727
Hessen;Frankfurt a. M.;5441;Rüsselsheim Opelwerk;FRUO;4;P14;65428;Rüsselsheim;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja;49.9877995454477;8.40044518426665
Hessen;Kassel;5986;Steinau (Straße);FSA;5;Bahnhofstraße 40;36396;Steinau an der Straße;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja;50.314284078535;9.44253444671631
Hessen;Gießen;5460;Saasen;FSAA;7;Wieseckstraße 1;35447;Reiskirchen;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja;50.5940975306544;8.88202602744512
Hessen;Kassel;5595;Schlierbach (Kr Schwalm-Eder);FSBA;6;Landsburger Str. 6;34599;Neuental-Schlierbach;Nordhessischer VerkehrsVerbund mbH;NVV;nein;ja;50.9691755491864;9.2011981429877
Hessen;Darmstadt;5632;Hesseneck-Schöllenbach;FSCH;6;Ecksgasse;64754;Hesseneck;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja;49.5659008107111;9.06772881746292
Hessen;Darmstadt;5815;Seligenstadt (Hess);FSEL;6;Eisenbahnstr. 5;63500;Seligenstadt;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja;50.0410177665785;8.96754741668701
Hessen;Kassel;331;Bad Salzschlirf;FSF;6;Bahnhofstr. 42;36364;Bad Salzschlirf;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja;50.6269878609513;9.49400424957276
Rheinland-Pfalz;Koblenz;5992;Steinefrenz;FSFZ;6;Am Bahnhof 1;56414;Steinefrenz;Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Nord;0;nein;ja;50.448002727552;7.93956434726715
Hessen;Frankfurt a. M.;5832;Seulberg;FSG;5;Herrenhofstr. 14;61381;Friedrichsdorf;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja;50.2428240545974;8.64504933357239
Rheinland-Pfalz;Koblenz;5940;St. Goarshausen;FSGH;6;Bahnhofstr. 34;56346;St. Goarshausen;Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Nord;0;nein;ja;50.1558556361226;7.71459134186015
Rheinland-Pfalz;Koblenz;5939;St. Goar;FSGO;6;Oberstr. 32;56329;St. Goar;Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Nord;0;nein;ja;50.150023988287;7.71473228931426
Hessen;Frankfurt a. M.;5998;Steinheim/Main;FSHM;5;In den Güntergärten 201;63456;Hanau;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja;50.121814106424;8.90764048466316
Hessen;Gießen;5869;Sinn;FSI;6;Am Bahnhof 1;35764;Sinn;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja;50.6496213922058;8.32509414886865
Hessen;Frankfurt a. M.;1878;Frankfurt-Sindlingen;FSIN;5;Bahnstr. 13;65931;Frankfurt am Main;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja;50.0874999174662;8.51226544619976
Hessen;Kassel;5867;Singlis;FSL;6;Main-Weser-Str. 6;34582;Borken (Hessen);Nordhessischer VerkehrsVerbund mbH;NVV;nein;ja;51.0584865898916;9.32371389159913
Hessen;Kassel;3550;Langenselbold;FSLB;4;Am Bahnhof 1;63505;Langenselbold;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja;50.1620797553136;9.05828475952148
Rheinland-Pfalz;Mainz;5522;Saulheim;FSLH;6;Alte Bahnhofstr.35;55291;Saulheim;Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd;0;nein;ja;49.8737295983578;8.15423011779784
Hessen;Kurhessenbahn (KHB);7508;Vöhl Schmittlotheim;FSLM;6;;;;Nordhessischer Verkehrsverbund;NVV;nein;ja;51.156722739148;8.89996636421123
Hessen;Frankfurt a. M.;8197;Schwalbach Nord;FSLN;6;Am Kronberger Hang;65824;Schwalbach a Ts;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja;50.1597845007794;8.53458987593968
Hessen;Kurhessenbahn (KHB);5862;Simtshausen;FSMH;6;;;;Rhein-Main-Verkehrsverbund;RMV;nein;ja;50.9417474284136;8.7041187286377
Hessen;Kassel;5606;Schmalnau;FSMU;7;Bahnhofstraße 13;36157;Ebersburg;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja;50.4559760311055;9.78794800399555
Hessen;Gießen;5772;Sechshelden;FSN;6;Zum Hengstbach 4;35708;Haiger;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja;50.7489533712655;8.252610532861
Hessen;Frankfurt a. M.;1879;Frankfurt-Sossenheim;FSO;6;Sossenheimer Weg 232;65929;Frankfurt am Main;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja;50.1149988622238;8.55355024337768
Hessen;Gießen;5889;Solms;FSOL;6;Bahnhofsallee 39;35606;Solms;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja;50.5457442107348;8.40665610037117
Hessen;Kassel;5908;Sontra;FSON;6;Bahnhofstr.30;36205;Sontra;Nordhessischer VerkehrsVerbund mbH;0;nein;ja;51.0719316318175;9.93060891374578
Hessen;Frankfurt a. M.;1854;Frankfurt am Main Stadion;FSP;3;Flughafenstr. 104;60528;Frankfurt am Main;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja;50.0681034786913;8.63293647766113
Niedersachsen;Kassel;5919;Staufenberg-Speele;FSPE;6;Bahnhofstr. 1;34355;Staufenberg-Speele;Nordhessischer VerkehrsVerbund mbH;NVV;nein;ja;51.3776683310497;9.56315428018571
Hessen;Darmstadt;5931;Dreieich-Sprendlingen;FSPO;6;Theodor-Heuss-Str. 15;63303;Dreieich;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja;50.0149434508119;8.68912828211881
Rheinland-Pfalz;Mainz;5932;Sprendlingen (Rheinhess);FSPR;6;Bahnhofstr. 26;55576;Sprendlingen ;Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd;0;nein;ja;49.8607494149632;7.97943234443665
Hessen;Gießen;5962;Staffel;FST;6;Am Bahnhof 9;65549;Limburg/Lahn;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja;50.3993679541003;8.04615497589111
Hessen;Gießen;5953;Stadtallendorf;FSTA;4;Am Bahnhof 1a;35260;Stadtallendorf;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja;50.8249698245217;9.01548980055627
Hessen;Gießen;6031;Stockhausen (Lahn);FSTH;6;Bahnhofstr. 17;35638;Leun;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja;50.5406765745606;8.32539081573486
Bayern;Würzburg;6034;Stockstadt (Main);FSTK;6;Bahnhofstr. 1a;63811;Stockstadt (Main);Bayerische Eisenbahngesellschaft mbH;0;nein;ja;49.9763921734127;9.06294107437134
Hessen;Frankfurt a. M.;1855;Frankfurt (Main) Stresemannallee;FSTL;4;Stresemannallee 6;60596;Frankfurt am Main;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja;50.0943285587959;8.67097001233457
Hessen;Gießen;6033;Glauburg-Stockheim;FSTM;5;Bahnhofstraße 61;63695;Glauburg;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja;50.3271870900954;9.0099960565567
Hessen;Darmstadt;6035;Stockstadt (Rhein);FSTR;6;Lindenstr. 1;64589;Stockstadt;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja;49.8095124362175;8.47249062622294
Hessen;Frankfurt a. M.;5708;Schwalbach a Ts (Limes);FSTS;5;Friedrich-Ebert-Str. 44;65824;Schwalbach a Ts;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja;50.1544963823645;8.52806689917998
Hessen;Kassel;6017;Sterbfritz;FSTZ;7;Bahnhofstraße 6;36391;Sinntal;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja;50.3129880465482;9.62521255016327
Hessen;Kassel;5601;Schlüchtern;FSUE;4;Am Bahnhof 1;36381;Schlüchtern;Rhein-Main-Verkehrsverbund GmbH;RMV;ja;ja;50.3414161391734;9.50985433306634
Hessen;Kurhessenbahn (KHB);8232;Willingen-Stryck;FSY;6;;;;Nordhessischer Verkehrsverbund;NVV;nein;ja;51.2824273115012;8.63099545240402
Hessen;Frankfurt a. M.;6114;Sulzbach (Taunus);FSZ;6;Bahnstr. 1;65843;Sulzbach (Taunus);Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja;50.1296421096561;8.52835595607752
Hessen;Kurhessenbahn (KHB);6022;Sterzhausen;FSZH;6;;;;Rhein-Main-Verkehrsverbund;RMV;nein;ja;50.8615983618701;8.7087548772494
Hessen;Frankfurt a. M.;6115;Sulzbach (Taunus) Nord;FSZN;6;Staufenstr. 8;65843;Sulzbach (Taunus);Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja;50.1390493720966;8.51783394813538
Hessen;Gießen;6234;Trais-Horloff;FTH;7;Bruchweg 20;35410;Hungen;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja;50.4507177942386;8.91091520969684
Hessen;Kurhessenbahn (KHB);8308;Vöhl Thalitter;FTHA;6;;;;Nordhessischer Verkehrsverbund;NVV;nein;ja;51.2174688949976;8.89502048492432
Rheinland-Pfalz;Mainz;6249;Trechtingshausen;FTRE;6;Bahnhofstr. 10;55413;Trechtingshausen;Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd;RNN;nein;ja;50.0093611593058;7.8520864248276
Hessen;Kassel;6256;Treysa;FTS;4;Bahnhofstr. 1;34613;Schwalmstadt-Treysa;Nordhessischer VerkehrsVerbund mbH;NVV;ja;ja;50.9105700827009;9.18574690818787
Hessen;Kurhessenbahn (KHB);7511;Twiste;FTW;6;;;;Nordhessischer Verkehrsverbund;NVV;nein;ja;51.3362907418293;8.96385512977304
Hessen;Darmstadt;6372;Rödermark-Urberach;FUCH;6;Bruchwiesenstr. 1;63322;Rödermark;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja;49.9749869040714;8.79860401153564
Rheinland-Pfalz;Koblenz;6338;Unnau-Korb;FUKO;7;Bahnhofstr. 10;57648;Unnau;Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Nord;0;nein;ja;50.6542890609525;7.88873076438904
Hessen;Kurhessenbahn (KHB);6332;Ungedanken;FUNG;6;;;;Nordhessischer Verkehrsverbund;NVV;nein;ja;51.1246229556565;9.21887040138244
Rheinland-Pfalz;Mainz;6316;Uhlerborn;FUR;6;Budenheimer Weg 89;55262;Heidesheim;Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd;0;nein;ja;50.0105792241659;8.14241401851176
Hessen;Kurhessenbahn (KHB);6381;Usseln;FUS;6;;;;Nordhessischer Verkehrsverbund;NVV;nein;ja;51.2805566038003;8.66924543922778
Hessen;Kurhessenbahn (KHB);6446;Volkmarsen;FVA;6;;;;Nordhessischer Verkehrsverbund;NVV;nein;ja;51.4078518752795;9.11743819713592
Hessen;Kurhessenbahn (KHB);7512;Frankenberg (Eder) Viermünden;FVI;6;;;;Nordhessischer Verkehrsverbund;NVV;nein;ja;51.1008710717107;8.83308313405811
Hessen;Frankfurt a. M.;358;Bad Vilbel;FVL;3;Bahnhofsplatz 1;61118;Bad Vilbel;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja;50.1886047947386;8.7396240234375
Hessen;Frankfurt a. M.;359;Bad Vilbel Süd;FVLS;5;Am Südbahnhof 1;61118;Bad Vilbel;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja;50.1786541913067;8.73338878154754
Hessen;Kassel;8134;Vellmar-Osterberg/EKZ;FVOE;5;Lange Wender 7;34246;Vellmar;Nordhessischer VerkehrsVerbund mbH;NVV;nein;ja;51.3542760744887;9.46073643391645
Hessen;Gießen;6419;Villmar;FVR;6;Oberau 2;65606;Villmar;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja;50.3955881665444;8.18704605102538
Hessen;Darmstadt;6744;Wiesbaden Hbf;FW;2;Bahnhofsplatz 1;65189;Wiesbaden;Rhein-Main-Verkehrsverbund GmbH;RMV;ja;ja;50.0699318332051;8.24410915374756
Hessen;Kurhessenbahn (KHB);6502;Biedenkopf-Wallau;FWA;6;;;;Rhein-Main-Verkehrsverbund;RMV;nein;ja;50.9229397151927;8.46999138593674
Hessen;Kassel;6457;Wabern (Bz Kassel);FWAB;4;Bahnhofstr. 1;34590;Wabern;Nordhessischer VerkehrsVerbund mbH;NVV;ja;ja;51.1029133808494;9.3581771850586
Hessen;Kassel;6460;Wächtersbach;FWAE;4;Am Bahnhof 2;63607;Wächtersbach;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja;50.2536044954027;9.29536374044219
Rheinland-Pfalz;Mainz;6509;Wallertheim;FWAH;6;Bahnhofstr. 21;55578;Wallertheim;Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd;0;nein;ja;49.8326206378446;8.04946993586782
Hessen;Darmstadt;6746;Wiesbaden-Biebrich;FWB;6;Seligmann-Baer-Platz 21;65203;Wiesbaden;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja;50.0487432307069;8.23656284356419
Rheinland-Pfalz;Koblenz;6710;Westerburg;FWBG;6;Bahnhofstr. 46;56457;Westerburg;Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Nord;0;nein;ja;50.5576904601401;7.96696682771048
Hessen;Gießen;6573;Weckesheim;FWCK;7;Reichelsheimer Str. 1;61203;Reichelsheim (Wetterau);Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja;50.3595693268214;8.8434898853302
Hessen;Gießen;6684;Werdorf;FWDF;6;Bahnhofstr. 1;35614;Aßlar;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja;50.5926498057773;8.41649606662532
Hessen;Darmstadt;6747;Wiesbaden-Erbenheim;FWE;6;Bahnstraße 8;69206;Wiesbaden;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja;50.0547092050314;8.29561219044732
Hessen;Darmstadt;7957;Dreieich-Weibelfeld;FWED;6;Hainer Chausee;63303;Dreieich;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja;50.007254802887;8.70073840385532
Hessen;Kurhessenbahn (KHB);6618;Ahnatal-Weimar;FWEI;6;;;;Nordhessischer Verkehrsverbund;NVV;nein;ja;51.3632211200628;9.39205706119537
Hessen;Frankfurt a. M.;6628;Rodgau-Weiskirchen;FWEK;5;Bahnhofstr. 56;63110;Rodgau-Weiskirchen;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja;50.0528488151799;8.87787413799157
Hessen;Kassel;6653;Welkers;FWES;7;Bürgermeister-Schlag-Straße 2 a;36124;Eichenzell;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja;50.480783310681;9.72307787966851
Hessen;Darmstadt;6503;Walldorf (Hess);FWF;5;Farmstr. 5;64546;Mörfelden-Walldorf;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja;50.0012752209036;8.58063177628951
Hessen;Frankfurt a. M.;6856;Wolfgang (Kr Hanau);FWFG;6;Vor der Pulvermühle;63457;Hanau;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja;50.1235544820385;8.95834470281795
Hessen;Kurhessenbahn (KHB);6857;Wolfhagen;FWFH;6;;;;Nordhessischer Verkehrsverbund;NVV;nein;ja;51.3313574128591;9.17918890714646
Rheinland-Pfalz;Mainz;6463;Waggonfabrik;FWFK;6;Hartmühlenweg 1;55120;Mainz;Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd;RMV;nein;ja;50.0148820587593;8.23508770079225
Hessen;Gießen;6612;Weilburg;FWG;5;Bahnhofstr. 4;35781;Weilburg;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja;50.4866385836081;8.26806306838989
Hessen;Kurhessenbahn (KHB);6583;Wega;FWGA;6;;;;Nordhessischer Verkehrsverbund;NVV;nein;ja;51.1282252205056;9.17523980861006
Hessen;Darmstadt;6734;Groß Umstadt-Wiebelsbach;FWH;5;Bei den Stochwiesen 26;64823;Groß Umstadt;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja;49.83312059194;8.94089243879402
Hessen;Darmstadt;6647;Weiterstadt;FWI;6;Bahnhofstr. 2;64331;Weiterstadt;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja;49.9096771586005;8.57924401760101
Hessen;Kurhessenbahn (KHB);6754;Wiesenfeld;FWIF;6;;;;Nordhessischer Verkehrsverbund;NVV;nein;ja;51.007575080185;8.74935647998038
Hessen;Darmstadt;6748;Wiesbaden-Igstadt;FWIG;6;Hinterbergstr. 11;65207;Wiesbaden;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja;50.0823552707613;8.32552476933128
Hessen;Kassel;6791;Nidderau-Windecken;FWIN;6;Konrad-Adenauer-Allee an der B 45;61130;Nidderau;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja;50.2249700277551;8.87596696615219
Hessen;Kassel;6817;Wirtheim;FWIR;6;Bahnhofstraße 1;63599;Biebergemünd;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja;50.2259269796047;9.25715804100037
Rheinland-Pfalz;Koblenz;6779;Willmenrod;FWLM;7;Bahnhofsstr. 22;56459;Willmenrod;Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Nord;0;nein;ja;50.5394465601194;7.98551645460009
Hessen;Kurhessenbahn (KHB);6778;Willingen;FWLN;6;;;;Nordhessischer Verkehrsverbund;NVV;nein;ja;51.2933286579108;8.60366463661194
Hessen;Frankfurt a. M.;6641;Oberursel-Weißkirchen/Steinbach;FWN;5;Kurmainzer Str. 141;61440;Oberursel (Taunus);Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja;50.1732517960829;8.58690977096557
Hessen;Frankfurt a. M.;6745;Wiesbaden Ost;FWO;4;Kasteler Straßen 44;65203;Wiesbaden;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja;50.0412773071902;8.25656175613405
Hessen;Darmstadt;6890;Wörsdorf;FWOD;6;Siebenmorgenweg 17;65510;Idstein;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja;50.2455771396323;8.24899703264237
Hessen;Gießen;6855;Wölfersheim-Södel;FWOE;6;Seestr. 7;61200;Wölfersheim;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja;50.3972391195768;8.81631658962477
Hessen;Kassel;6853;Felsberg-Wolfershausen;FWON;6;Kreisstraße 4;34587;Felsberg-Wolfershausen;Nordhessischer VerkehrsVerbund mbH;NVV;nein;ja;51.1866152565289;9.44953858852387
Rheinland-Pfalz;Mainz;6887;Worms Hbf;FWOR;2;Bahnhofstr. 7/11;67547;Worms;Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd;VRN;ja;ja;49.6348928161858;8.35645053100887
Hessen;Gießen;6730;Wetzlar;FWR;3;Willy-Brandt-Platz 1;35576;Wetzlar;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja;50.5656217066498;8.50371390581131
Hessen;Kassel;6740;Schwalmstadt-Wiera;FWRA;6;Zur Haltestelle 3;34613;Schwalmstadt-Wiera;Nordhessischer VerkehrsVerbund mbH;NVV;nein;ja;50.8816394401924;9.13602256256601
Rheinland-Pfalz;Mainz;6889;Wörrstadt;FWRR;5;Bahnhofstr. 2;55286;Wörrstadt;Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd;0;nein;ja;49.8460546176444;8.11394691467285
Hessen;Darmstadt;6749;Wiesbaden-Schierstein;FWS;6;Dachsberg-Str. 2;65201;Wiesbaden;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja;50.0475517912141;8.19474935531617
Hessen;Gießen;6570;Watzenborn-Steinberg;FWST;6;Bahnhofstr.;35415;Pohlheim;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja;50.5454841662896;8.7228368586375
Hessen;Kurhessenbahn (KHB);6727;Wetter (Hess-Nass);FWT;6;;;;Rhein-Main-Verkehrsverbund;RMV;nein;ja;50.90387228843;8.72891937016447
Hessen;Gießen;6785;Wilsenroth;FWTH;6;Bahnhofstr. 83;65599;Dornburg;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja;50.5312282795816;8.03266246651496
Hessen;Kurhessenbahn (KHB);6774;Wilhelmshütte (Lahn);FWUE;6;;;;Rhein-Main-Verkehrsverbund;RMV;nein;ja;50.8681507339323;8.5509372304706
Hessen;Frankfurt a. M.;6843;Darmstadt-Wixhausen;FWX;6;Bahnhofstr. 2;64291;Darmstadt;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja;49.9309105521228;8.64799976348876
Rheinland-Pfalz;Mainz;6652;Welgesheim-Zotzenheim;FWZ;6;Bahnhofstr. 1;55576;Welgesheim;Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd;0;nein;ja;49.8785256898488;7.95671582221985
Hessen;Göttingen;6838;Witzenhausen Nord;FWZN;5;Am Nordbahnhof 1;37213;Witzenhausen;Nordhessischer VerkehrsVerbund mbH;NVV;nein;ja;51.3516056447251;9.86303588316214
Hessen;Kurhessenbahn (KHB);7018;Zierenberg;FZB;6;;;;Nordhessischer Verkehrsverbund;NVV;nein;ja;51.3651112825;9.30452227592469
Hessen;Kurhessenbahn (KHB);8012;Zierenberg-Rosental;FZBR;6;;;;Nordhessischer Verkehrsverbund;NVV;nein;ja;51.3675885834164;9.29152071475983
Hessen;Kurhessenbahn (KHB);6997;Zennern;FZE;6;;;;Nordhessischer Verkehrsverbund;NVV;nein;ja;51.1121599576777;9.31724309921265
Hessen;Darmstadt;6999;Zeppelinheim;FZEP;6;Flughafenstr. 1A;63263;Neu Isenburg;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja;50.0367673023197;8.60535442829132
Hessen;Darmstadt;6995;Mainhausen Zellhausen;FZH;7;Am Bahnhof 9;63533;Mainhausen;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja;50.0161510141997;8.96998303835509
Hessen;Darmstadt;6989;Bad König-Zell;FZK;7;An der alten Schule 5;64732;Bad König;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja;49.719677428476;8.99403246468891
Hessen;Kassel;7026;Zimmersrode;FZM;6;Bahnhofstr. 28;34599;Neuental-Zimmersrode;Nordhessischer VerkehrsVerbund mbH;NVV;nein;ja;51.0080000330331;9.22581732273102
Hessen;Kassel;6990;Zell-Romrod;FZR;7;Am Bahnhof 9;36329;Romrod;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja;50.7274692016412;9.20002788305283
Hessen;Darmstadt;7075;Zwingenberg (Bergstr);FZW;5;Bahnhofstr. 25;64673;Zwingenberg;Verkehrsverbund Rhein-Neckar GmbH;RMV;nein;ja;49.7258478349299;8.60887527465821
Nordrhein-Westfalen;Bielefeld;85;Altenbeken;HA;2;Bahnhofstr. 13;33184;Altenbeken;Zweckverband Nahverkehr Westfalen-Lippe;NPH;ja;ja;51.7664566299304;8.94302576780319
Niedersachsen;Bremen Hbf;7;Achim;HACH;4;Zum Achimer Bahnhof 1a;28832;Achim;Landesnahverkehrsgesellschaft Niedersachsen mbH;VBN;nein;ja;53.0159342943693;9.03114259243011
Niedersachsen;Göttingen;11;Adelebsen;HADB;6;Bahnhofstr. 27;37139;Adelebsen;Landesnahverkehrsgesellschaft Niedersachsen mbH;ZVSN;nein;ja;51.5778297357524;9.7601792627034
Niedersachsen;Osnabrück;24;Ahlhorn;HAHO;6;Am Bahnhof 1;26197;Ahlhorn;Landesnahverkehrsgesellschaft Niedersachsen mbH;0;nein;ja;52.8992493074108;8.20942528545857
Niedersachsen;Göttingen;54;Alfeld (Leine);HALF;4;Am Bahnhof 1;31061;Alfeld ;Landesnahverkehrsgesellschaft Niedersachsen mbH;0;ja;ja;51.9815288794245;9.81747686862945
Niedersachsen;Göttingen;56;Algermissen;HALG;6;Bahnhofsplatz 4;31191;Algermissen;Landesnahverkehrsgesellschaft Niedersachsen mbH;0;nein;ja;52.2519878016172;9.96657868354465
Niedersachsen;Hannover;57;Aligse;HALI;6;Peiner Heerstr. 11;31275;Lehrte;Region Hannover;GVH;nein;ja;52.4034257450327;9.97925095981166
Niedersachsen;Hannover;25;Ahlten (Han);HALT;5;Misburger Weg 1;31275;Lehrte;Region Hannover;GVH;nein;ja;52.3761397474475;9.90457320213317
